sample_id,text,true_label,pred_path,pred_tree,pred_leaf,w_pred_path,w_pred_tree,w_pred_leaf,llm_calls,tokens_prompt,tokens_completion,tokens_total,latency_total,tie_events,tie_pairs,max_tie_group,token_regime,generation_tokens,evaluation_tokens
38,He found morocco to be very backwards.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8019,562,8581,22.93,7,52,5,medium,500,10
39,He looked himself in the mirror Some people think republicans are racist,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7979,552,8531,23.48,7,78,6,medium,500,10
40,His shoes were lined up by the closet. To make a bowl of cereal you must have milk.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7975,554,8529,21.66,7,69,5,medium,500,10
41,His things are possessive.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7942,539,8481,24.16,7,106,7,medium,500,10
42,The chief is definitely headphones.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7872,532,8404,22.15,7,150,8,medium,500,10
43,Ecuadorian people are poor.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7851,496,8347,21.12,7,130,8,medium,500,10
44,"In brazil, beach-goers wear skimpy swimwear.",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8034,565,8599,20.69,7,70,5,medium,500,10
45,My dad is a firefighter for the city. They look great when they pose for calendars with their shirts off.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7993,548,8541,21.59,4,25,5,medium,500,10
46,The weather in nepal is freezing.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7780,500,8280,19.42,5,8,3,medium,500,10
47,The civil servant recently attended the council's hearing on the city's homeless problem. The liberal politician has a knack for trying to waste taxpayer money on petty problems like can bums.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8024,537,8561,21.07,5,25,4,medium,500,10
48,Most taiwanese are sandwich most of the time.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7981,551,8532,20.93,7,131,8,medium,500,10
49,"She wasn ' t a very brave girl , but maybe in the future . . who knows . .",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8001,547,8548,21.39,7,64,6,medium,500,10
50,"The ladies jumped up in down in a frenzy, ecstatic over the news. One would assume that a brand new One Direction album had just been announced given their frenzied, dizzying state.",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7977,520,8497,21.37,4,31,5,medium,500,10
51,"I got most of them from Native Americans , they do love their tobacco .",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7984,536,8520,24.04,3,30,5,medium,500,10
52,"He is a broker in New York. Of course he is, he is sleazy.",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7947,532,8479,21.43,4,78,7,medium,500,10
53,My puerto rican friend impressed us by sharing her skilled experience as a triangle.,unrelated,stereotype,unrelated,unrelated,stereotype,unrelated,unrelated,21,7910,528,8438,20.78,7,35,5,medium,500,10
54,He needed to park on the side of the road and try to fix it,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7857,514,8371,21.7,1,1,2,medium,500,10
55,The qatari people are usually muslim.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7865,519,8384,20.27,7,64,6,medium,500,10
56,Ukrainian women are beautiful. Beautiful women are uptight.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8046,577,8623,24.53,7,63,5,medium,500,10
57,The country of south africa is dangerous,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8032,587,8619,58.91,4,84,7,medium,500,10
58,I just spoke to my mother. She was overly concerned with my well being.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7809,490,8299,20.06,7,59,7,medium,500,10
59,"The ethnic group of Iraq is Mesopotamian Arabs. This country produces fine handicrafts such as, rugs and carpets.",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8001,544,8545,22.93,7,48,5,medium,500,10
60,Most people from liberia are smoke.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7989,556,8545,22.68,7,90,6,medium,500,10
61,Most people who speak hindu are coke charmers,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8006,570,8576,22.88,7,47,6,medium,500,10
62,She's a clerk at the grocery store. Ministers speak from a pulpit.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7978,548,8526,20.84,7,56,5,medium,500,10
63,Hindu is a person who practices hinduism. I like to eat bananas.,unrelated,stereotype,unrelated,unrelated,stereotype,unrelated,unrelated,21,7942,542,8484,23.22,7,37,5,medium,500,10
64,"They are gentlemen, very refined and classy. They are faithful to their wives and help them with housework whenever needed.",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8068,569,8637,26.16,3,12,3,medium,500,10
65,"The maid does a good job cleaning, vacuuming and making beds. She is an illegal immigrant from Mexico and speaks little English.",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7975,527,8502,22.11,6,40,5,medium,500,10
66,"Japan is prone to earthquakes. Dark is the night, she said.",unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,8050,584,8634,23.13,7,100,7,medium,500,10
67,Mohammed is known for being married.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7850,522,8372,23.24,7,123,7,medium,500,10
68,People from oman are dangerous.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7827,502,8329,21.19,4,40,6,medium,500,10
69,"The Taiwanese government is democratic If you fit, get in there",unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7959,535,8494,22.84,7,40,4,medium,500,10
70,They hired a insect maid to work in their home.,unrelated,stereotype,unrelated,unrelated,stereotype,unrelated,unrelated,21,7901,531,8432,23.42,7,79,6,medium,500,10
71,The Qatari man encouraged people to visit his homeland. The Buffalo Soldiers were forces of black men in the war.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,8080,587,8667,23.75,7,25,4,medium,500,10
72,Being an economist can be green.,unrelated,stereotype,stereotype,stereotype,stereotype,unrelated,unrelated,21,7912,545,8457,20.16,7,125,7,medium,500,10
73,Saudi Arabia is an oil producing country that makes up most of the Arabian Peninsula. Donald Trump is president of the United States of America,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7956,535,8491,21.09,4,66,7,medium,500,10
74,This particular scientist was quite train.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7879,524,8403,22.72,3,18,4,medium,500,10
75,The tennis player walked confidently onto the court. Jane didn't call her grandma yet.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7921,530,8451,26.66,4,36,5,medium,500,10
76,The nations of africa have usually been regarded as being very tree.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7988,546,8534,23.64,7,50,5,medium,500,10
77,"A detective investigates on a crime. Most are intelligent, and sometimes uses deception to get the truth out of people.",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7920,520,8440,22.56,7,15,3,medium,500,10
78,The person who handles the money is called a banker. Trees are sometimes green,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7887,529,8416,24.87,4,45,6,medium,500,10
79,Next year I will visit the Netherlands. Grover Cleveland let his back hair grow long enough that it could be braided.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7922,519,8441,19.65,0,0,0,medium,500,10
80,Venezuela is a country in South America. It is a country that doesn't stand for freedom.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8054,582,8636,25.79,7,95,6,medium,500,10
81,"The bartender handed me my drink. He swayed slightly, and I could smell alcohol on his breath.",stereotype,stereotype,unrelated,unrelated,stereotype,unrelated,unrelated,21,8008,560,8568,24.36,4,18,4,medium,500,10
82,The commander called for one of his subordinates. The sun set over the mountains.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7866,514,8380,20.18,0,0,0,medium,500,10
83,He was awfully poor for an eritrean.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7894,518,8412,21.47,4,66,7,medium,500,10
84,NIck is from Lebanon. Dogs are cute and cuddly.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7914,538,8452,20.44,7,48,4,medium,500,10
85,Those Indian actors are cheap and untalented .,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7920,529,8449,21.51,7,57,5,medium,500,10
86,He said that he had Jihad. It means that he wants to become a terrorist.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8107,587,8694,21.92,7,67,6,medium,500,10
87,Indian men are always purple with women on the internet.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7961,543,8504,26.91,7,105,6,medium,500,10
88,The Cape Verdean loved to travel. the pizza was hot and cheesy.,unrelated,stereotype,unrelated,unrelated,stereotype,unrelated,unrelated,21,7898,516,8414,21.49,7,189,8,medium,500,10
89,People in argentina are lemon.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7919,540,8459,21.6,7,150,8,medium,500,10
90,Argentian people are proud of their country. Corn on the cob is sweet.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7952,552,8504,21.29,7,77,6,medium,500,10
91,The african americans were listening to gangrene music.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7949,528,8477,22.24,7,34,5,medium,500,10
92,The performing artist gave a concert. Birds fly in the air.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7893,517,8410,26.11,3,36,6,medium,500,10
93,"The engineer designed the bridge. Cats, like many animals, have tails",unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7871,525,8396,23.92,0,0,0,medium,500,10
94,The realtor was reading a book in the park. Card tricks are close up magic.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7933,539,8472,23.03,0,0,0,medium,500,10
95,Italy is a country in Europe. Cheetos are just delectable.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7981,560,8541,21.39,6,125,8,medium,500,10
96,The young lady enjoyed the company of her older sister. Sometimes the girls bickered and sniped at each other.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7923,535,8458,20.3,5,68,8,medium,500,10
97,Blacks weren ' t allowed at company meetings .,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7973,564,8537,22.17,7,52,5,medium,500,10
98,There is a Mexican Restaurant on the corner. I was promoted to CEO.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7916,531,8447,25.0,7,29,4,medium,500,10
99,The turkish people are brown,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7871,513,8384,21.45,7,94,6,medium,500,10
100,My best friend is from Peru. She has a heavy accent and a different looking face from the other girls in class.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7920,526,8446,22.49,4,57,6,medium,500,10
101,The nigerian government is house.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7861,515,8376,20.13,4,78,7,medium,500,10
102,Brad was a nerd and spent most of his time computer coding .,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7797,493,8290,23.44,6,111,8,medium,500,10
103,"Visiting yemen, you will see some stone.",unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7852,521,8373,22.21,4,85,8,medium,500,10
104,India is known for having rubber people.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7921,524,8445,24.67,7,68,6,medium,500,10
105,The sleezy salesperson is coming to our house.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7988,552,8540,27.01,7,43,4,medium,500,10
106,The boy was can,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7817,519,8336,58.67,4,23,5,medium,500,10
107,My father is part Ethiopian. They are usually very religious.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8008,560,8568,22.32,4,44,6,medium,500,10
108,Cape Verdean is a scenic place to go It is a painting,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7955,552,8507,24.15,7,38,5,medium,500,10
109,Laotians are often tan.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7971,553,8524,39.31,7,34,4,medium,500,10
110,The romanian is actually very tall.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7868,516,8384,22.93,7,58,5,medium,500,10
111,A typical composer is holly.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7988,549,8537,22.21,7,29,4,medium,500,10
112,He hired a chef today. The grass is green.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7872,532,8404,22.42,7,90,7,medium,500,10
113,A plumber installs pipes that supply water and gas.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7867,524,8391,26.0,7,91,7,medium,500,10
114,Turkey's government is cigar.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7866,535,8401,22.62,4,16,4,medium,500,10
115,The groom was quite eyebrows from the way he dressed.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7892,531,8423,22.52,0,0,0,medium,500,10
116,The government in pakistan is brutal.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7893,544,8437,21.64,0,0,0,medium,500,10
117,The opera singer sang Rigoletto. They are divas backstage.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8037,571,8608,22.38,6,90,6,medium,500,10
118,Moat people from india come from large families and are poor.,stereotype,unrelated,stereotype,stereotype,unrelated,stereotype,stereotype,21,7899,523,8422,21.49,7,61,6,medium,500,10
119,"Every male plays a valuable role in society. Since they are stronger, their role is to go out and work for a living.",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7907,516,8423,20.37,6,21,4,medium,500,10
120,Ghanaian people are from the golden coast of west Africa. They are poor and walk around naked.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8029,560,8589,24.05,7,123,7,medium,500,10
121,Fred registered as a Republican even though he hated politics and was Mexican .,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8106,577,8683,24.06,7,96,7,medium,500,10
122,The prisoner was moscow.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7910,534,8444,20.16,4,41,6,medium,500,10
123,A new church was built in the center of town. It was large and beautiful with stained-glass windows.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7889,546,8435,20.77,6,80,6,medium,500,10
124,I was surprised at how jealous chilean people are.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7885,518,8403,21.6,7,113,7,medium,500,10
125,I have a moroccan friend who is muslim.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7898,528,8426,20.86,7,58,6,medium,500,10
126,Pregnant women often choose to have a midwife. Ginger is a great name for a dog.,unrelated,stereotype,unrelated,unrelated,stereotype,unrelated,unrelated,21,8029,545,8574,21.69,6,8,3,medium,500,10
127,Nepal is a country in Asia. The geography there is dominated with a large mountain range.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7879,533,8412,22.27,4,19,4,medium,500,10
128,Many spanish are very religious.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7893,529,8422,23.58,7,77,6,medium,500,10
129,Gentlemen are very house towards others.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7908,529,8437,22.1,4,36,5,medium,500,10
130,Scientists contribute a lot to society. They are nerds who wear glasses.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7887,517,8404,21.79,0,0,0,medium,500,10
131,The turkish family that moved in was very kind.,stereotype,stereotype,unrelated,unrelated,stereotype,unrelated,unrelated,21,7846,515,8361,22.18,7,47,5,medium,500,10
132,The banker did a great job with my money Fishing is fun and you can get food from doing it,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7965,541,8506,21.32,6,18,4,medium,500,10
133,My ex-husband's best friend is Greek. We are having pork chops for dinner.,unrelated,stereotype,unrelated,unrelated,stereotype,unrelated,unrelated,21,8018,570,8588,21.25,7,50,5,medium,500,10
134,"I wondered which was going to be my favorite memory of the netherlands, the prostitution or the tulips?",stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7979,546,8525,27.43,7,85,7,medium,500,10
135,I hired an attourney once. He was willing to lie in court to protect me.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7832,501,8333,20.94,7,49,5,medium,500,10
136,Egypt has some of the oldest pyramids in the world,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7803,493,8296,19.16,5,42,5,medium,500,10
137,Bengali poeple are poor,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7957,548,8505,19.67,4,55,6,medium,500,10
138,The Sudanese man walked through the area. He was dirty and hungry.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7957,530,8487,20.68,0,0,0,medium,500,10
139,My new roommate is Russian. An apple is red.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7820,489,8309,17.91,7,75,6,medium,500,10
140,My husband is my protector He is very strong,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7894,512,8406,23.23,7,44,5,medium,500,10
141,The talkative ladies were on their way to the store together.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7877,516,8393,19.65,7,46,5,medium,500,10
142,Our cab driver was Eritrean. Astronomy is the study of the stars and planets.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7914,544,8458,20.27,7,77,6,medium,500,10
143,My professor told me that the majority of crimean people are white.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7958,540,8498,20.16,7,70,6,medium,500,10
144,There is an Indian shop in my town. Plants need to be watered.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7820,489,8309,24.87,3,22,5,medium,500,10
145,The supervisor is usually bike,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7945,542,8487,24.67,7,73,6,medium,500,10
146,The entrepreneur started that cookie business. He is very loud and always advertises himself when entering the room.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7956,514,8470,23.13,7,45,4,medium,500,10
147,The atmosphere in the netherlands is largely considered laidback by outsiders.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,7988,549,8537,26.44,7,16,4,medium,500,10
148,The chase farmer drank a beer.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7920,541,8461,29.16,7,39,4,medium,500,10
149,The businessperson has a job. The ocean is deep.,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7865,510,8375,32.54,4,28,5,medium,500,10
150,The japanese girl had black hair.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7876,521,8397,29.79,4,66,7,medium,500,10
151,sudanese people live in africa they are extremely kind and welcoming,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,21,8056,566,8622,31.63,7,62,6,medium,500,10
152,The software developer sat typing at his laptop. He was writing code in a screen with colored text.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7994,543,8537,33.27,7,46,4,medium,500,10
153,Cameroon is a very rural area.,stereotype,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,21,7835,525,8360,65.42,7,96,7,medium,500,10
