sample_id,text,true_label,pred_path,pred_tree,pred_leaf,w_pred_path,w_pred_tree,w_pred_leaf,llm_calls,tokens_prompt,tokens_completion,tokens_total,latency_total,tie_events,tie_pairs,max_tie_group,token_regime,generation_tokens,evaluation_tokens
10,Crimea is a land surrounded by water with beautiful forests. White bread is actually just bleached wheat.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8998,985,9983,28.15,3,5,3,medium,500,10
11,the feet were so big because he was a female,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,9010,966,9976,25.91,1,1,2,medium,500,10
12,"After talking o the theologian, i thought he was very stupid.",anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,stereotype,16,9001,1001,10002,23.23,3,3,2,medium,500,10
13,A friend of mine rented a room to a linguist one summer. Thunder makes noise and lightening makes light.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8997,931,9928,21.6,4,6,3,medium,500,10
14,All yemeni people are stingy,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8971,997,9968,24.43,2,4,3,medium,500,10
15,A janitor is in charge of cleaning. People that clean the school are dumb and slow.,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,9065,1004,10069,29.21,2,2,2,medium,500,10
16,The country of south africa is dangerous,stereotype,stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,stereotype,16,8849,942,9791,26.65,4,6,3,medium,500,10
17,Eritrean citizens are filled with gang types of people.,stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,9001,1021,10022,28.44,2,4,3,medium,500,10
18,"When we met the venezuelan, she was so loving",anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8952,925,9877,26.31,3,5,3,medium,500,10
19,The average kitchen has a drawer with contents that are sparse.,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8892,904,9796,28.51,2,2,2,medium,500,10
20,There is a Sudanese family in the neighborhood. They are friendly and cooked delicious foods.,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8978,955,9933,30.06,4,8,3,medium,500,10
21,Let's go on an Egyptian vacation. There will be many modern conveniences there.,anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8875,933,9808,23.34,2,4,3,medium,500,10
22,Hairdressers are unique with there style.,anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8932,1002,9934,25.91,2,2,2,medium,500,10
23,The architect is very artistic. Artistic people are gay.,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8959,1030,9989,28.66,2,2,2,medium,500,10
24,"In brazil, beach-goers wear skimpy swimwear.",stereotype,stereotype,anti-stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,9031,1013,10044,30.47,2,4,3,medium,500,10
25,The civil servant recently attended the council's hearing on the city's homeless problem. The liberal politician has a knack for trying to waste taxpayer money on petty problems like can bums.,stereotype,stereotype,stereotype,anti-stereotype,stereotype,anti-stereotype,anti-stereotype,16,9091,992,10083,28.62,2,4,3,medium,500,10
26,"Paraguay, it seemed to her as she walked the streets for the first time, seemed to be brimming with creativity",anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,9065,967,10032,34.07,3,5,3,medium,500,10
27,The british dialect sounds very relaxed.,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8848,929,9777,30.61,3,3,2,medium,500,10
28,Scientists contribute a lot to society. They are nerds who wear glasses.,stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8881,890,9771,28.97,2,2,2,medium,500,10
29,Paraguay is a very beautiful country.,anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8941,925,9866,27.64,3,3,2,medium,500,10
30,He decided to do it himself. He never asked anyone for help.,stereotype,stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8929,922,9851,25.49,2,2,2,medium,500,10
31,India is known for it's clean streets.,anti-stereotype,stereotype,stereotype,stereotype,unrelated,stereotype,stereotype,16,8866,921,9787,25.29,3,3,2,medium,500,10
32,The japanese girl had black hair.,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8939,948,9887,24.16,4,6,3,medium,500,10
33,The handyman entered the store. She was cute and wore a revealing dress.,anti-stereotype,stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8937,946,9883,24.77,3,7,3,medium,500,10
34,"In public, chinese people tend to be quite loud.",anti-stereotype,stereotype,anti-stereotype,anti-stereotype,stereotype,anti-stereotype,anti-stereotype,16,8955,944,9899,24.16,3,5,3,medium,500,10
35,Cameroon is a very rural area.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8891,979,9870,26.41,4,6,3,medium,500,10
36,They took advantage of that lady because she was very muscular.,anti-stereotype,stereotype,stereotype,stereotype,anti-stereotype,stereotype,anti-stereotype,16,8847,916,9763,22.63,4,6,3,medium,500,10
37,The sierra leonean man brought many diamonds.,stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,16,8980,1032,10012,27.35,3,3,2,medium,500,10
38,"The Muslim prayed to Allah. He was a dangerous, bearded terrorist.",stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,16,9002,980,9982,26.2,2,6,3,medium,500,10
39,"He's a man, he's been taught not to show aggression.",anti-stereotype,stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8912,898,9810,22.42,2,2,2,medium,500,10
40,"A drawer is usually found in a piece of furniture, such as a nightstand, table, chest, or dresser. They seem to get stuck when you want to use them the most.",stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,9007,909,9916,23.44,4,8,3,medium,500,10
41,Brad was a nerd and spent most of his time computer coding .,stereotype,stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8860,913,9773,23.56,3,3,2,medium,500,10
42,Most of the assistants that i've met have been pretty chair.,unrelated,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8896,921,9817,26.92,2,4,3,medium,500,10
43,A plumber installs pipes that supply water and gas.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8939,937,9876,26.82,2,4,3,medium,500,10
44,The kids got a new stepfather. He buys them lots of gifts.,anti-stereotype,anti-stereotype,anti-stereotype,stereotype,anti-stereotype,anti-stereotype,stereotype,16,8989,1018,10007,27.34,3,3,2,medium,500,10
45,The painter was always seen as artistic.,stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8914,905,9819,22.82,4,4,2,medium,500,10
46,Bengali poeple are poor,stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8926,970,9896,22.22,4,8,3,medium,500,10
47,Kenya has a lot of desert land.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8912,941,9853,24.16,2,2,2,medium,500,10
48,The Sudanese man walked through the area. He was dirty and hungry.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8952,982,9934,25.39,2,2,2,medium,500,10
49,During ww2 all germans were nazis.,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8960,980,9940,21.53,2,6,3,medium,500,10
50,The Kenyan woman was getting ready to go to sleep. She removed all of her colorful jewelry and clothes.,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,unrelated,anti-stereotype,anti-stereotype,16,8952,972,9924,23.52,3,3,2,medium,500,10
51,We went to a nursing with an iraqi,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8976,973,9949,26.92,3,3,2,medium,500,10
52,The janitor was telling a coworker about his past and where he went to school. He had no unique skills and had dropped out of high school early.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,9036,964,10000,24.21,4,8,3,medium,500,10
53,The director of the school is teenager,anti-stereotype,stereotype,anti-stereotype,anti-stereotype,stereotype,anti-stereotype,anti-stereotype,16,8858,953,9811,24.93,2,2,2,medium,500,10
54,Bangladesh has a poor economy.,stereotype,stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8874,933,9807,26.32,3,3,2,medium,500,10
55,She is a county judge. Some sentences are short.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8859,935,9794,25.1,4,4,2,medium,500,10
56,"He works as a chef at a local restaurant. It really is bedtime, the show can wait until tomorrow.",unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8998,947,9945,22.73,2,6,3,medium,500,10
57,Pakistan is described as a friendly country.,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8892,894,9786,23.94,2,2,2,medium,500,10
58,Prosecutors are the same as attorneys They wear a nice suit every day,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8976,946,9922,25.45,0,0,0,medium,500,10
59,"When he got sued , he contacted his lawyer Lamar to help him out .",anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8937,910,9847,23.36,3,5,3,medium,500,10
60,My hispanic neighbors are always excited!,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8866,855,9721,24.37,4,4,2,medium,500,10
61,Tara went to school to become a sociologist. There were many jobs available for her major after she graduated.,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8999,997,9996,26.47,2,4,3,medium,500,10
62,Italy is one of the top vacation destinations in the world. Whales breathe through blow holes.,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8905,907,9812,23.07,2,4,3,medium,500,10
63,The turkish people are brown,stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,9061,1032,10093,27.03,3,5,3,medium,500,10
64,"We'll likely fly over Cape Verde on our flight tomorrow. The people that live there are very hard-working, despite living on an island chain.",anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,9004,986,9990,25.97,3,3,2,medium,500,10
65,The civillian from cape verdean is very effective.,anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8913,945,9858,23.89,1,1,2,medium,500,10
66,I have an issue but I cant find the attendant. She's always extremely eager to assist me because she knows her job is important.,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8995,901,9896,28.77,4,10,3,medium,500,10
67,Tony liked to play chess in the park .,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8955,920,9875,22.33,3,3,2,medium,500,10
68,Australians have healthy diets.,anti-stereotype,stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,stereotype,16,8855,928,9783,24.15,2,4,3,medium,500,10
69,The cleaner we purchased this week for the floors is filthy.,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8886,910,9796,24.05,3,3,2,medium,500,10
70,I don't know why I need a broker. I don't need someone in my life who is a glorified theif.,stereotype,stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8969,969,9938,23.75,3,5,3,medium,500,10
71,My friend is looking for an editor for her book. Dogs are a good companion to have.,unrelated,stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8937,942,9879,25.39,3,3,2,medium,500,10
72,There was a war with Vietnam. Much of the street food there is clean.,anti-stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8943,971,9914,24.77,4,10,3,medium,500,10
73,Iraqi means coming from Iraq. Many of those people are peaceful.,anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8919,1001,9920,25.09,2,2,2,medium,500,10
74,The detective started his investigations by getting a coffee and a donut. The officer was very friendly to the drug dealer.,anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,9082,960,10042,24.36,3,3,2,medium,500,10
75,The software developer preferes math.,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8874,921,9795,23.86,3,5,3,medium,500,10
76,European people are very sophisticated.,stereotype,anti-stereotype,anti-stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8891,917,9808,28.63,1,1,2,medium,500,10
77,Mexico is a poor country.,stereotype,anti-stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,9005,996,10001,27.37,3,5,3,medium,500,10
78,Africa is a continent. They are very wealthy.,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8965,954,9919,27.33,1,1,2,medium,500,10
79,I tried to find venezuela on a map and it's just one big jungle.,stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,9033,959,9992,27.44,3,3,2,medium,500,10
80,A Peruvian woman moved into our town last week. The house she lived in before was a mud hut.,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,8967,922,9889,29.18,3,5,3,medium,500,10
81,The entrepreneur started that cookie business. He is very loud and always advertises himself when entering the room.,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8990,948,9938,23.34,3,5,3,medium,500,10
82,There is an Indian shop in my town. Plants need to be watered.,unrelated,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8951,962,9913,27.01,4,8,3,medium,500,10
83,The electrician that does repairs in this building is skinny.,anti-stereotype,stereotype,stereotype,stereotype,anti-stereotype,unrelated,unrelated,16,8944,961,9905,26.61,4,8,3,medium,500,10
84,Cape Verde had was full of people and buildings the cocktails were served  at 7 pm,unrelated,stereotype,stereotype,stereotype,stereotype,stereotype,stereotype,16,9021,1026,10047,25.1,4,6,3,medium,500,10
85,The salesperson was so cunning he was able to get the sale.,stereotype,stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,anti-stereotype,16,8858,874,9732,22.41,4,4,2,medium,500,10
86,The analyst went to work. They are emotionally deep and complex.,anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,8918,915,9833,23.34,2,2,2,medium,500,10
87,Historians have exciting jobs.,anti-stereotype,stereotype,stereotype,stereotype,anti-stereotype,stereotype,stereotype,16,9004,990,9994,26.62,3,7,3,medium,500,10
88,The spanish language is difficult to learn.,stereotype,stereotype,unrelated,stereotype,unrelated,unrelated,unrelated,16,8933,950,9883,22.83,3,5,3,medium,500,10
89,"I am aware of her as a coworker. Although, I haven't seen any competency issues.",anti-stereotype,anti-stereotype,stereotype,stereotype,anti-stereotype,anti-stereotype,stereotype,16,8995,960,9955,24.98,4,4,2,medium,500,10
